id,name,city,state,lon,lat
3110,"Southwest Colorado Mental Health Center","CORTEZ","CO",-0108.588707,+0037.351662
3111,"Southwest Memorial Hospital","CORTEZ","CO",-0108.575089,+0037.362213
3112,"Spears Hospital (historical)","DENVER","CO",-0104.920815,+0039.731380
3113,"Teller County Hospital","CRIPPLE CREEK","CO",-0105.182205,+0038.753319
3114,"Telluride Medical Center","TELLURIDE","CO",-0107.816727,+0037.937771
3115,"Tomichi Hall - Health Center","GUNNISON","CO",-0106.917534,+0038.549992
3116,"United States Army Fitzsimons General Hospital","DENVER","CO",-0104.837204,+0039.745270
3117,"Valley View Community Hospital","ADAMS CITY","CO",-0104.980255,+0039.850544
3118,"Valley View Hospital","GLENWOOD SPRINGS","CO",-0107.322548,+0039.532482
3119,"Veterans Hospital","DENVER","CO",-0104.935257,+0039.732487
3120,"Vista Grande Nursing Home","CORTEZ","CO",-0108.575089,+0037.361664
3121,"Weld County Public Hospital","BRACEWELL","CO",-0104.708580,+0040.414982
3122,"Wide Horizon Sanatorium","APPLEWOOD","CO",-0105.098320,+0039.767769
3123,"Backus Hospital","FRANKLIN","CT",-0072.088692,+0041.542038
3124,"Bridgeport Hospital","BRIDGEPORT","CT",-0073.164276,+0041.173157
3125,"Cedarcrest State Sanatorium","HARTFORD","CT",-0072.708710,+0041.708160
3126,"Connecticut Valley Hospital","CROMWELL","CT",-0072.632034,+0041.557037
3127,"Corbin Hospital","FARMINGTON","CT",-0072.763710,+0041.713158
3128,"Crestfield Hospital","BOLTON","CT",-0072.488968,+0041.802601
3129,"Day Kimball Hospital","POMFRET","CT",-0071.914520,+0041.906490
3130,"Fairfield State Hospital","NEWTOWN","CT",-0073.285118,+0041.400925
3131,"Farmington Hospital","FARMINGTON","CT",-0072.800369,+0041.714821
3132,"Fernwood Hospital","BLOOMFIELD","CT",-0072.717323,+0041.771210
3133,"Gaylord Farms Sanatorium","CHESHIRE","CT",-0072.855652,+0041.473431
3134,"Haven Hospital","POMFRET","CT",-0071.997581,+0041.859539
3135,"Hillsbrook Hospital","FAIRFIELD","CT",-0073.331787,+0041.144814
3136,"Laurel Heights State Sanitarium","SHELTON","CT",-0073.078720,+0041.294266
3137,"Lawrence Memorial Hospital","GROTON","CT",-0072.105080,+0041.336491
3138,"Long Hill Hospital","SHELTON","CT",-0073.095383,+0041.285927
3139,"Masonic Home And Hospital","CHESHIRE","CT",-0072.835930,+0041.463158
3140,"Memorial Hospital","LITCHFIELD","CT",-0073.132889,+0041.791767
3141,"Memorial Hospital","BOLTON","CT",-0072.526207,+0041.781769
3142,"Mount Sinai Hospital","BLOOMFIELD","CT",-0072.693703,+0041.800098
3143,"New Britain Hospital","BERLIN","CT",-0072.786758,+0041.661488
3144,"New Britain Memorial Hospital","FARMINGTON","CT",-0072.802040,+0041.688988
3145,"Norwich State Hospital","GALES FERRY","CT",-0072.073128,+0041.489269
3146,"Park City Hospital","BRIDGEPORT","CT",-0073.195946,+0041.170925
3147,"Saint Frances Hospital","BLOOMFIELD","CT",-0072.698143,+0041.774818
3148,"Saint Lukes Hospital","ARMONK","CT",-0073.695129,+0041.070656
3149,"Saint Marys Hospital","NAUGATUCK","CT",-0073.035942,+0041.552876
3150,"Saint Vincents Hospital","BRIDGEPORT","CT",-0073.201500,+0041.200924
3151,"Skyview Hospital","CHESHIRE","CT",-0072.844543,+0041.453991
3152,"Undercliff Santorium","SOUTHINGTON","CT",-0072.817871,+0041.551491
3153,"Witherel Hospital","PORT CHESTER","CT",-0073.625130,+0041.058704
3154,"Yale-New Haven Medical Center","EAST HAVEN","CT",-0072.934830,+0041.303154
3155,"Armory Square Hospital (historical)","ARLINGTON","MD",-0077.020531,+0038.889832
3156,"Campbell Hospital (historical)","CHERRYDALE","MD",-0077.019424,+0038.914829
3157,"Carver Hospital (historical)","CHERRYDALE","MD",-0077.030266,+0038.925941
3158,"Casualty Hospital","REAGAN NATIONAL AIIRPORT","MD",-0076.995522,+0038.892330
3159,"Childrens Hospital National Medical Center","ARLINGTON","MD",-0077.029701,+0038.917892
3160,"Circle Hospital (historical)","ARLINGTON","MD",-0077.051094,+0038.902889
3161,"Clifburne Hospital (historical)","ARLINGTON","MD",-0077.039986,+0038.921501
3162,"Columbia College General Hospital (historical)","ARLINGTON","MD",-0077.033035,+0038.922329
3163,"Columbia Hospital for Women","ARLINGTON","MD",-0077.051926,+0038.903999
3164,"D C General Hospital","REAGAN NATIONAL AIIRPORT","MD",-0076.973587,+0038.885109
3165,"Douglass Hospital (historical)","ARLINGTON","MD",-0077.013863,+0038.901501
3166,"Emergency Hospital","ARLINGTON","MD",-0077.039986,+0038.896782
3167,"Episcopal Hospital (historical)","ARLINGTON","MD",-0077.034424,+0038.905109
3168,"Garfield Hospital (historical)","CHERRYDALE","MD",-0077.026642,+0038.922050
3169,"George Washington University Hospital","ARLINGTON","MD",-0077.048874,+0038.900940
3170,"Georgetown University Hospital","ARLINGTON","MD",-0077.075264,+0038.911499
3171,"Hadley Memorial Hospital","ALEXANDRIA","MD",-0077.013306,+0038.824833
3172,"Herewood Hospital (historical)","ROSSLYN","MD",-0077.017204,+0038.930672
3173,"Homeopathic Hospital","REAGAN NATIONAL AIIRPORT","MD",-0077.014137,+0038.905941
3174,"Judiciary Square Hospital (historical)","ARLINGTON","MD",-0077.017754,+0038.896500
3175,"Lincoln Hospital (historical)","REAGAN NATIONAL AIIRPORT","MD",-0076.994133,+0038.890392
3176,"Marine Hospital (historical)","REAGAN NATIONAL AIIRPORT","MD",-0076.973587,+0038.885109
3177,"Mount Alto Hospital (historical)","ARLINGTON","MD",-0077.074699,+0038.924000
3178,"Mount Pleasant Army Hospital (historical)","CHERRYDALE","MD",-0077.028870,+0038.929001
3179,"Mule Hospital","ARLINGTON","MD",-0077.059425,+0038.903442
3180,"Psychiatric Institute of Washington","ARLINGTON","MD",-0077.083870,+0038.907612
3181,"Saint Anns Infant Asylum (historical)","ARLINGTON","MD",-0077.049141,+0038.915672
3182,"Saint Elizabeths Hospital","REAGAN NATIONAL AIIRPORT","MD",-0076.994698,+0038.850674
3183,"Sanitarium Mission Hospital (historical)","ARLINGTON","MD",-0077.020523,+0038.874550
3184,"Stanton Hospital (historical)","REAGAN NATIONAL AIIRPORT","MD",-0077.013306,+0038.901222
3185,"The National Rehabilitation Hospital","ROSSLYN","MD",-0077.013588,+0038.929279
3186,"Tuburculosis Hospital","RIVERCREST","MD",-0077.035263,+0038.942890
3187,"Veterans Administration Hospital","ROSSLYN","MD",-0077.008026,+0038.927891
3188,"Walter Reed Army Medical Center","BETHESDA","MD",-0077.029144,+0038.975391
3189,"Bissell Sanitorium","HOCKESSIN","PA",-0075.652710,+0039.749832
3190,"Christiana Hospital","BEAR","DE",-0075.668816,+0039.687611
3191,"Delaware Hospital","CHRISTIANA","PA",-0075.549644,+0039.751785
3192,"Delaware State Hospital","CHRISTIANA","DE",-0075.577148,+0039.708725
3193,"General Hospital","CHRISTIANA","PA",-0075.568260,+0039.742615
3194,"Governor Bacon Health Center","SAINT GEORGES","DE",-0075.583817,+0039.572609
3195,"Riverside Hospital","CHRISTIANA","PA",-0075.512421,+0039.755943
3196,"Saint Francis Hospital","CHRISTIANA","PA",-0075.567146,+0039.750393
3197,"Stockley Center","CATCHPENNY","DE",-0075.319633,+0038.627056
3198,"Adamsville Health Center","SIX FLAGS OVER GEORGIA","GA",-0084.506325,+0033.758995
3199,"Aidmore Hospital","DRUID HILLS","GA",-0084.319366,+0033.793716
3200,"Allen Hospital","MILLEDGEVILLE","GA",-0083.244881,+0033.055420
3201,"Appling General Hospital","BAXLEY","GA",-0082.348740,+0031.769367
3202,"Archbold Memorial Hospital","THOMASVILLE","GA",-0083.972397,+0030.825193
3203,"Archbold Urgent Care Center","DILLON","GA",-0083.950455,+0030.851303
3204,"Arrowhead Nursing Home","FOREST PARK","GA",-0084.382141,+0033.575939
3205,"Askew Memorial Hospital (historical)","BERRIEN CO A/P","GA",-0083.250160,+0031.213257
3206,"Athens-Clarke County Public Health Center","ATHENS","GA",-0083.385437,+0033.960396
3207,"Atlanta Hospital","DRUID HILLS","GA",-0084.382706,+0033.773998
3208,"Bacon County Hospital","ALMA","GA",-0082.459297,+0031.539644
3209,"Bainbridge Hospital (historical)","BAINBRIDGE","GA",-0084.576309,+0030.901859
3210,"Bainbridge State Hospital","AUSMAC","GA",-0084.634354,+0030.982687
3211,"Banks-Jackson-Commerce Hospital","COMMERCE","GA",-0083.468773,+0034.219547
3212,"Barrow Medical Center","RUSSELL","GA",-0083.707672,+0034.007332
3213,"Battey State Hospital","ROME","GA",-0085.203285,+0034.279263
3214,"Baxley Manor Nursing Home","BAXLEY","GA",-0082.359016,+0031.772974
3215,"Ben Hill County Hospital","FITZGERALD","GA",-0083.260712,+0031.712406
3216,"Bleckley County Hospital","COCHRAN","GA",-0083.346558,+0032.384602
3217,"Boswell Hospital","GREENSBORO","GA",-0083.173210,+0033.572346
3218,"Bowdon Area Hospital","RANBURNE","AL",-0085.263008,+0033.534550
3219,"Brooks County Hospital","BROOKS CO A/P","GA",-0083.559052,+0030.795197
3220,"Brown Hospital (historical)","HARRISON","GA",-0083.112373,+0034.287327
3221,"Bulloch County Health Center","CLITO","GA",-0081.785942,+0032.450176
3222,"Bulloch County Hospital","CLITO","GA",-0081.772049,+0032.441849
3223,"Burke County Hospital","WAYNESBORO","GA",-0082.012619,+0033.084324
3224,"Bush Hospital","BIBB CITY","AL",-0084.987709,+0032.472641
3225,"Calhoun Memorial Hospital","ARLINGTON","GA",-0084.721588,+0031.435736
3226,"Candler County Hospital","METTER","GA",-0082.065666,+0032.407112
3227,"Carroll County Health Center","CARROLLTON","GA",-0085.073555,+0033.570389
3228,"Center For Rehabilitation Medicine","DRUID HILLS","GA",-0084.320755,+0033.794827
3229,"Center Hill Health Center","ATLANTA","GA",-0084.460762,+0033.777328
3230,"Central Of Georga Hospital","ALABAMA JUNCTION","SC",-0081.104004,+0032.049648
3231,"Central State Hospital","MILLEDGEVILLE","GA",-0083.217377,+0033.046535
3232,"Charlton County Health Center","FOLKSTON","GA",-0082.003448,+0030.831903
3233,"Charlton Memorial Hospital","FOLKSTON","GA",-0082.005119,+0030.845232
3234,"Charlton Memorial Hospital","FOLKSTON","GA",-0082.004837,+0030.845232
3235,"Charter Brook Hospital","DUNWOODY","GA",-0084.295486,+0033.908432
3236,"Charter Hospital of Augusta","EVANS","SC",-0082.086510,+0033.490417
3237,"Charter Lake Hospital","PAYNE CITY","GA",-0083.686844,+0032.900696
3238,"Charter Winds Hospital","ATHENS","GA",-0083.430443,+0033.964005
3239,"Chattooga County Hospital","TRION","GA",-0085.337738,+0034.491478
3240,"Childrens Hospital (historical)","DRUID HILLS","GA",-0084.366310,+0033.764828
3241,"City of Refuge","LOGTOWN","GA",-0084.112694,+0032.816246
3242,"Clayton County Medical Center","KENWOOD","GA",-0084.359924,+0033.524551
3243,"Clayton General Hospital","HARTSFIELD-JACKSON AIRPORT","GA",-0084.389641,+0033.579552
3244,"Clinch Memorial Hospital","HOMERVILLE","GA",-0082.747360,+0031.041040
3245,"Cobb Hospital and Medical Center","POWDER SPRINGS","GA",-0084.604935,+0033.857323
3246,"Cobb Memorial Hospital","HARRISON","GA",-0083.118202,+0034.284828
3247,"Coliseum Park Hospital","MACON","GA",-0083.618790,+0032.847076
3248,"Crawford Long Hospital of Emory University","DRUID HILLS","GA",-0084.386314,+0033.769276
3249,"Crisp County Hospital","CORDELE","GA",-0083.779060,+0031.977953
3250,"DeKalb General Hospital","DRUID HILLS","GA",-0084.281860,+0033.790382
3251,"Doctor John M Meadows Memorial Hospital","LYONS","GA",-0082.392624,+0032.204357
3252,"Doctors Hospital","BIBB CITY","AL",-0084.982430,+0032.480423
3253,"Doctors Memorial Hosptial","DRUID HILLS","GA",-0084.386864,+0033.770107
3254,"Dodge County Hospital","EASTMAN","GA",-0083.177933,+0032.184891
3255,"Donalsonville Hospital","DAVIS PARK","GA",-0084.882423,+0031.050465
3256,"Dooly Medical Center","VIENNA","GA",-0083.771835,+0032.085999
3257,"Doraville County Health Center","DUNWOODY","GA",-0084.279922,+0033.902042
3258,"Douglas County Memorial Hospital","CHAPEL HILL","GA",-0084.736877,+0033.751217
3259,"Douglas General Hospital","CHAPEL HILL","GA",-0084.731331,+0033.738998
3260,"Early Memorial Hospital","BLAKELY","GA",-0084.945480,+0031.373785
3261,"East Lake Meadows Health Center","DUNWOODY","GA",-0084.311035,+0033.952324
3262,"Effingham County Hospital","GUYTON","GA",-0081.320663,+0032.363522
3263,"Egleston Hospital For Children","DRUID HILLS","GA",-0084.320480,+0033.793716
3264,"Eisenhower Medical Center","FORT GORDON","GA",-0082.125946,+0033.430138
3265,"Elbert County Health Center","ELBERTON","GA",-0082.869034,+0034.109001
3266,"Elberton-Elbert Hospital","ELBERTON","GA",-0082.874580,+0034.113441
3267,"Emory University Hospital","DRUID HILLS","GA",-0084.321861,+0033.792046
3268,"Ernest Memorial Hospital","FRANKLIN","GA",-0085.106049,+0033.279560
3269,"Evans Memorial Hospital","BELLVILLE","GA",-0081.899277,+0032.166019
3270,"Faith Hope and Charity Nursing Home","STOCKBRIDGE","GA",-0084.272987,+0033.578720
3271,"Fannin County Regional Hospital","HIGDON","NC",-0084.373535,+0034.917862
3272,"Fayette Medical Center","KENWOOD","GA",-0084.478256,+0033.449284
3273,"Flint River Community Hospital","OGLETHORPE","GA",-0084.030472,+0032.294598
3274,"Frank Bird Hospital (historical)","REMERTON","GA",-0083.281807,+0030.832142
3275,"Gabersham County Hospital","CLARKESVILLE","GA",-0083.536835,+0034.580929
3276,"Georgia Hall Grady Memorial Hospital","DRUID HILLS","GA",-0084.381317,+0033.753166
3277,"Georgia Infirmary","ALABAMA JUNCTION","SC",-0081.096222,+0032.057709
3278,"Georgia Mental Health Institute","DRUID HILLS","GA",-0084.342705,+0033.788715
3279,"Georgia Regional Hospital","AUGUSTA","SC",-0082.011513,+0033.395702
3280,"Georgia Regional Hospital","BETHESDA","SC",-0081.081772,+0032.000774
3281,"Georgia Retardation Center","DUNWOODY","GA",-0084.298531,+0033.933712
3282,"Georgian Clinic","DRUID HILLS","GA",-0084.340752,+0033.789547
3283,"Gilbert Health Center","ATHENS","GA",-0083.375435,+0033.955944
3284,"Glancy Memorial Hospital","BERKELEY LAKE","GA",-0084.162415,+0034.007320
3285,"Glynn County Health Department","BRUNSWICK","GA",-0081.493713,+0031.146900
3286,"Glynn-Brunswick Memorial Hospital","BRUNSWICK","GA",-0081.484268,+0031.174671
3287,"Gordon Hospital","RESACA","GA",-0084.924110,+0034.510368
3288,"Grady County Hospital (historical)","CAIRO","GA",-0084.207680,+0030.874910
3289,"Grady General Hospital","CAIRO","GA",-0084.199074,+0030.863522
3290,"Grady Memorial Hospital","DRUID HILLS","GA",-0084.381592,+0033.751778
3291,"Griffin Hospital","BAINBRIDGE","GA",-0084.575195,+0030.908520
3292,"Griffin-Spalding County Hospital","GRIFFIN","GA",-0084.266312,+0033.239285
3293,"Gwinnett Community Hospital","GRAYSON","GA",-0084.028236,+0033.857048
3294,"Gwinnett County Hospital","GRAYSON","GA",-0083.990738,+0033.942322
3295,"Gwinnett Medical Center","LAWRENCEVILLE","GA",-0084.017410,+0033.964272
3296,"Habersham County Medical Center","CLARKESVILLE","GA",-0083.537109,+0034.581207
3297,"Hamilton Medical Center","ROCKY FACE","GA",-0084.984947,+0034.789799
3298,"Hancock Memorial Hospital","SPARTA","GA",-0082.971809,+0033.267925
3299,"Harbin Clinic (historical)","ROME","GA",-0085.172173,+0034.252594
3300,"Harbor Hospital","HARRISONVILLE","GA",-0085.039658,+0033.131794
3301,"Hart County Hospital","HARTWELL","GA",-0082.939301,+0034.346493
3302,"Henry General Hospital","STOCKBRIDGE","GA",-0084.227425,+0033.510941
3303,"Heritage Park Hospital","MACON","GA",-0083.641289,+0032.836807
3304,"Higgins General Hospital","BOWDON JUNCTION","GA",-0085.145226,+0033.716496
3305,"Hillcrest-Allen Clinic and Hospital (historical)","THOMPSONS MILL","GA",-0083.758224,+0034.088436
3306,"Holland Hospital (historical)","BLAKELY","GA",-0084.934647,+0031.375456
3307,"Howell Memorial Hospital","CARTERSVILLE","GA",-0084.789108,+0034.171764
3308,"Howell Quillian Clinic (historical)","CARTERSVILLE","GA",-0084.801048,+0034.162037
3309,"Hughes Spalding Medical Center","DRUID HILLS","GA",-0084.381866,+0033.753437
3310,"Humana Hospital","CASSVILLE","GA",-0084.794662,+0034.200657
3311,"Humana Hospital","CASSVILLE","GA",-0084.795769,+0034.200657
3312,"Humana Hospital-Newnan","NEWNAN","GA",-0084.815498,+0033.392895
3313,"Hutcheson Memorial Hospital","ROSSVILLE","TN",-0085.263565,+0034.946747
3314,"Ideal Health Care Center","IDEAL","GA",-0084.192131,+0032.371544
3315,"Inner City Community Health Center","DRUID HILLS","GA",-0084.372421,+0033.758995
3316,"Irwin County Hospital","OCILLA","GA",-0083.251266,+0031.603519
3317,"Jeff Davis Hospital","HAZLEHURST","GA",-0082.607079,+0031.856857
3318,"Jefferson Hospital","LOUISVILLE","GA",-0082.406517,+0032.999321
3319,"Jenkins County Hospital","EMMALANE","GA",-0081.934563,+0032.804333
3320,"Jonesboro Medical Center","FOREST PARK","GA",-0084.364365,+0033.554279
3321,"Kennedy Memorial Hospital (historical)","METTER","GA",-0082.062057,+0032.398232
3322,"Kennestone Hospital At Windy Hill","SMYRNA","GA",-0084.479370,+0033.899822
3323,"Lakeside Community Hospital","DREW","GA",-0084.146858,+0034.208427
3324,"Lanier Park Hospital","GAINESVILLE","GA",-0083.795731,+0034.320381
3325,"Laurens Memorial Hospital","DUBLIN","GA",-0082.934860,+0032.532669
3326,"Lithonia Health Center","LAKEVIEW ESTATES","GA",-0084.110748,+0033.712608
3327,"Masonic Hospital","BOYLSTON","MA",-0071.712013,+0042.307030
3328,"Macon-Bibb County Health Center","MACON","GA",-0083.636574,+0032.832916
3329,"Marion Ennis Health Center (historical)","MILLEDGEVILLE","GA",-0083.223206,+0033.080975
3330,"Marion Memorial Hospital","BUENA VISTA","GA",-0084.526024,+0032.327648
3331,"Marvin Parks Memorial Hospital","MILLEDGEVILLE","GA",-0083.230156,+0033.083469
3332,"Mary Olis Wilcox Health Center (historical)","POWELTON","GA",-0082.937653,+0033.412079
3333,"McDuffie County Hospital","THOMSON","GA",-0082.507629,+0033.460136
3334,"McGeary Hospital (historical)","MADISON","GA",-0083.468216,+0033.597065
3335,"Medical Center of Central Georgia","MACON","GA",-0083.636292,+0032.834026
3336,"Memorial Hospital","BAINBRIDGE","GA",-0084.552139,+0030.902689
3337,"Memorial Hospital","ALABAMA JUNCTION","SC",-0081.088722,+0032.030491
3338,"Memorial Hospital","DEENWOOD","GA",-0082.347351,+0031.225218
3339,"Memorial Hospital","DRUID HILLS","GA",-0084.386032,+0033.768436
3340,"Memorial Hospital of Adel","ADEL","GA",-0083.424324,+0031.144081
3341,"Memorial Hospital of Washington County","SANDERSVILLE","GA",-0082.803749,+0032.995983
3342,"Meriwether Memorial Hospital","FLINT HILL","GA",-0084.683250,+0032.889568
3343,"Midtown Hospital","DRUID HILLS","GA",-0084.382706,+0033.773167
3344,"Millen Hospital","EMMALANE","GA",-0081.942062,+0032.797382
3345,"Miller County Hospital","COLQUITT","GA",-0084.735474,+0031.175182
3346,"Mitchell County Hospital","CAMILLA","GA",-0084.205467,+0031.229902
3347,"Monroe County Hospital","FORSYTH","GA",-0083.946022,+0033.031239
3348,"Montezuma Health Care Center","OGLETHORPE","GA",-0084.029625,+0032.294876
3349,"Montreal Medical Center","DRUID HILLS","GA",-0084.254646,+0033.825104
3350,"Morgan Memorial Hospital","MADISON","GA",-0083.480713,+0033.584846
3351,"Mulkey Hospital","EMMALANE","GA",-0081.939842,+0032.804333
3352,"Murray County Memorial Hospital","ETON","GA",-0084.780769,+0034.781471
