id,year,text,Council_District
1682,2017,"AUSTIN HAS GOTTEN TOO EXPENSIVE TO LIVE HERE AS A HOME OWNER, TRAFFIC IS USUALLY A NIGHTMARE AFTER RETIRING WE ARE PLANNING ON MOVING OUT OF AUSTIN",2
1683,2017,"Austin highway system needs long-term though.  (In next 40 years...).  Five lanes of traffic, longer exit/entrance ramps.",3
1684,2017,"AUSTIN IS A GREAT CITY,BUT IT HAS MAJOR TRAFFIC PROBLEMS ON IT'S HIGHWAYS.",8
1685,2017,"AUSTIN IS A TRULLY GREAT CITY, I WILL NEVER LEAVE",6
1686,2017,"Austin is a very expensive place to live and lots of young people, who don't have a lot of money live here. Food, places to live and childcare (I am currently expecting and have no clue how I'll afford care for my child.) are outrageous in Austin and it makes living here a huge financial struggle for anyone who isn't older and/or making a good deal of money at their jobs. For average people and young adults, living here leaves you with barely enough to get by.",7
1687,2017,"Austin is a very fun and beautiful city to live in. I truly enjoy and appreciate the city's efforts to conserve the city's nature and parks. Traffic is horrible, but I recognize the effort going into improving major highways and streets. I am very satisfied with the city's public and private (ridesharing) transportation services.",10
1688,2017,"Austin is a wonderful place to live but I really wish we had some museums. Art, science, history. We're big enough that I really feel their lack.",5
1689,2017,"Austin is awesome. But as the head of a small family looking to buy our first home, it is unfortunately too expensive which is why we will be moving south to Kyle at the end of the month.",2
1690,2017,"AUSTIN IS BECOMING INCREASINGLY UNAFFORDABLE, ESPECIALLY IN TERMS OF HOUSING. I WORRY THAT MY CHILDREN WON'T BE ABLE TO AFFORD TO LIVE IN THIS GREAT CITY.",10
1691,2017,"Austin is doing well making it a more walkable city, but I wish Austin was developed around the people rather than cars.  We should invest more in cycling/sidewalks which promotes a healthier and happier lifestyle, rather than investing in building bigger highways.  Look at Norway and Denmark, or even Portland.  I also really admire Austin's goal to be zero waste by 2050!",10
1692,2017,"Austin is in DESPERATE need of a loop. It is a major metropolitan city. The traffic is HORRENDOUS and is bumper to bumper in all the major roads from south Austin to north. The rate of population is not keeping up with the rate of development of its roads. This is poor planning on the part of city of Austin. This negatively effects the quality of life for Austin residents, and one of the main reasons why I do not see myself staying in Austin next year. I have traveled to Lubbock TX and was able to travel from north/south Lubbock to TX Tech campus within 6 min! I have lived in Austin almost 20 yrs and have had enough. There'd no reason an Austin resident has to spend nearly 2-3 hours of their daily commute just trying to get crosstown.",5
1693,2017,AUSTIN IS NOT A LIVABLE CITY AND THAT'S SAD.,5
1694,2017,Austin is NOT an affordable place to live!! This is especially true for young minorities. This is a city of THE HAVES and THE HAVE NOTS!,7
1695,2017,"Austin is not managing growth well. There is too much development without the infrastructure to support it including the management of traffic flow and WATER.  Those of us in the suburbs have to watch as the wildlife flees or dies as development encroaches on habitat.  We used to run regularly in Zilker park but now it's a zoo, too many people, traffic and lack of parking makes access difficult and too many events in the park and downtown.  Those of us who have to commute dread all these events that turn Austin into the playground for the wealthy.  My escalating property taxes mean I won't vote for ANYTHING that increases them no matter how beneficial for fear of being priced out of my home by the time I retire.",8
1696,2017,AUSTIN IS NOT SO UNIQUE. OTHER CITIES HAVE FACED VERY SIMILAR CHALLENGES OF GROWTH IN THE PAST.,9
1697,2017,"Austin is one of the largest cities in the U.S., yet the mentality of many (not the mayor) seems to be that Austin is still a small college town or should remain so.  This affects transportation planning, housing, homelessness, urban planning, renewal, diversity, etc.  Austin will not be a great small city, but it could be a great large city if the various constituencies accept that things will not be what they were 30 years ago.",9
1698,2017,AUSTIN IS QUICKLY BECOMING A CITY WHERE AVERAGE FAMILY CANNOT AFFORD TO LIVE. CONSTANT HIGH DOLLAR PROPERTIES BEING BUILT ARE DRIVING THE BLUE COLLAR WORKERS OUT OF THE CITY.,3
1699,2017,AUSTIN ISD RECAPTURE NEEDS TO BE FIXED! WE SHOULD NOT BE ISSUING BONDS FOR SCHOOLS WHICH WE ALREADY PAID!,6
1700,2017,Austin isn't what it used to be and for us original Austinites it's a change that is tough to bear. What if anything is being done to curb the influx of people from other cities/states? The changes they bring have made the city more urban than friendly in all aspects.,2
1701,2017,AUSTIN NATIVES WITH AN EMPHASIS ON THOSE BEING PUSHED OUT OF THEIR HOMES. WHILE IT HAPPENS HOW CAN IT BE BALANCED PROCESS FROM THE INNER CITY.,10
1702,2017,AUSTIN NEEDS A BETTER PUBLIC TRANSPORTATION SYSTEM THAT CAN ACCOMMODATE MORE PEOPLE TO HELP WITH TRAFFIC AND OVERALL GROWTH OF THE CITY.,8
1703,2017,Austin needs better public transportation,1
1704,2017,Austin needs more affordable housing,4
1705,2017,AUSTIN NEEDS TO DEVELOP A NEW IDENTITY MORE INLINE WITH ITS MODERN CONDITION,4
1706,2017,Austin Pets Alive is not the resource everyone thinks it is. Warehousing in horrible kennels is not humane and all they do is fundraise.,7
1707,2017,"Austin Police need better sensitivity and De-escalating  training.  We need more police presence in the higher crime areas such as Rundberg/ Georgian Acres and other contiguous neighborhoods, including Heritage Hills (my area).",4
1708,2017,Austin public transportation needs to be improved. The light rail needs to run longer and more buses need to go to more neighborhoods.,7
1709,2017,AUSTIN SHOULD NOT BE A SANCTUARY CITY!,4
1710,2017,Austin should NOT be a Sanctuary City!  Enforce out country's laws.,10
1711,2017,"AUSTIN WATER/WASTEWATER LIES ABOUT READING THE METER MONTHLY AND IS HIGHLY INACCURATE. THERE IS NO PROGRAM TO FIX THIS, AUSTIN ENERGY DOES NADA",3
1712,2017,AUSTINS MAJOR PROBLEM IS AFFORDABLE HOUSING. WE NEED MORE SOLUTIONS. WE CAN'T KEEP DOING THE SAME THINGS THAT WE DID IN THE PAST. MORE FLEXIBLE ZONING MIGHT HELP.,1
1713,2017,AUSTINS MAJOR PROBLEM IS VEHICULAR TRAFFIC. DON'T SACRIFICE VEHICULAR LANES FOR BICYCLE LANES AND SIDEWALKS.,6
1714,2017,Austin's parks are too full to operate. We need more parks. We need more infrastructure (including rail) to fit all the new residents. The city has outgrown itself. We need to think ahead about how many more residents we can fit here.,9
1715,2017,AUSTINS VEHICLE LAW ENFORCEMENT HAS GOT TO BE THE WORST IN THE USA IF IT EXIST AT ALL.,5
1716,2017,"Austin's water and wastewater rates are too high! Help keep Austin affordable by lowering these costs, since they now represent an amount equal or higher than my electric rates. I've even asked others through the country and they have lower water and wastewater bills than I do (and I'm not a big user).",2
1717,2017,"AWESOME PLACE TO LIVE, BUT LET'S GET AHEAD OF THE TRAFFIC AND CONGESTION RATHER THAN PLAYING CATCH-UP! THE SECRET IS OUT...",8
1718,2017,Be more helpful to working class,4
1719,2017,Better environmental education and services to support the zero waste goals,9
1720,2017,BETTER INFRASTRUCTURE,6
1721,2017,Better low income housing,2
1722,2017,BETTER MAINTAIN LANDSCAPE IN AND AROUND OLD CITY STREETS & ENFORCE YARD MAINTENANCE IN OLD AREAS OF THE CITY.,8
1723,2017,"Better places to go with kids. update parks/pools. WE need museums , other cultural experiences for families.",7
1724,2017,"BETTER PROTECTION FROM RED LIGHT AND STOP SIGN VIOLATORS. HORRIBLE TRAFFIC CONGESTION BECAUSE TOO MANY PERMITS FOR CONDOS, APARTMENTS AND COMMERCIAL. MOPAC AND I35 TRAFFIC GETTING WORSE.",8
1725,2017,better public transit. Toll roads are not the answer,5
1726,2017,Better public transportation to and from the airport.,10
1727,2017,Better public transportation.,9
1728,2017,BETTER SIDEWALKS NEAR ELEMENTARY SCHOOLS.,6
1729,2017,BETTER STREET REPAIRS! NOT THAT ITS THAT IMPORTANT.,8
1730,2017,BETTER TRAFFIC FLOW,8
1731,2017,better traffic plz,5
1732,2017,"Better transportation planning, especially highways.",1
1733,2017,Bicyclists in the street create dangerous situations for themselves and everyone around them.,2
1734,2017,Bike lane hazards for motorists.,10
1735,2017,Bike lanes are wasted money. please upgrade the bus system,4
1736,2017,"BIKES ARE GREAT,BUT STOP PUTTING BIKE LANES ON EVERY STREET. THEY ARE MINIMALLY UTILIZED AND DETRIMENTAL TO CAR TRAFFIC FLOW.",6
1737,2017,bring elon musk,7
1738,2017,Bring more affordable housing and improve major highways.,3
1739,2017,"Bring professional football , amusement park .",2
1740,2017,BUILD A LIGHT RAIL SYSTEM THAT TRAVERSES LAMAR BLVD. SPLITS AT GUADALUPE AND THEN FEEDS INTO S. CONGRESS AND S. LAMAR. HAVE A LOOP GO DOWNTOWN ON 5TH AND 6TH. OUR PUBLIC TRANSIT STINKS!,4
1741,2017,"BUILD AN ELEVATED MONORAIL IN AND AROUND AUSTIN, PUT US ON THE MAP AS A FUTURISTIC CITY INSTEAD OF TRAFFIC PROBLEM CENTERAL",8
1742,2017,"Build roads, build and bridges across the Colorado, maintain streets.",8
1743,2017,"BUILD SIDEWALKS, FUND YOUR LIBRARIES AS CITY CENTERS, WORK ON CLEANLINESS, BE A FRIENDLIER CITY TO ALL.",6
1744,2017,BUILD TRAINS,1
1745,2017,"Build trust, and communicate with Austin residents.",6
1746,2017,Build upwards with vertical gardens,7
1747,2017,"Bulk collection, trash collection, recycling collection, etc., could all be increased, e.g., bulk collection 4x a year, recycling 1-2 times a week, etc.",7
1748,2017,CANNOT AFFORD TO LIVE IN AUSTIN ANYMORE. TAXES ARE TOO HIGH FOR HOMESTEAD PROPERTY. HUSBAND HAS 2 JOBS. WHAT ARE YOU DOING FOR HOMELESS?,2
1749,2017,Cedar St Bar is hindering the development of downtown neighborhood due to its complete dismissal of stadium grade sound pollution.,9
